collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,reference_nos,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,primary_reference
18644,col,,-95,30.5,McMurry Pits 1/2,,McMurray Pits; McMurray Place,5,Miocene,,23.03,5.333,2807,"273,928,076,244,629,000,000",,,,some genera,,,,,,,D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18645,col,Goliad,-97.7407,28.530701,"Medio Creek Site No. 19, Richards farm",,"Lapara Creek fauna; TMM 31170; east of Normanna, WPA, Work Project No. 12510,",26,Clarendonian,,13.6,10.3,71466,"150,419,491,951,273,000,000,000,000,000,000,000,000,000,000,000",general faunal/floral,"surface (float),surface (in situ),mechanical,field collection",TMM,some genera,,,WPA,1940–1941,,"may or may not be the Medio Creek site 2 mi SE of Normana of Weeks 1945; apparently the specimens are at UCMP and were not seen by later authors<br>status of Weeks' ""2 miles north of the Beevile-Goliad highway"" locality on Medio Creek is unclear","Anonymous. 1940. The seventh quarterly report covering the quarter ending December 31, 1940 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology."
18646,col,Fleming,-94.699997,30.700001,Moscow,,"Barringer Farm; TMM 31057, WPA, Work Project No. 17060",17,Barstovian,,15.97,13.6,71466,"7,139,341,504,183,320,000,000,000,000,000",general faunal/floral,"selective quarrying,surface (in situ),field collection",TMM,,85 specimens,,WPA,1940,"WPA: ""Unfortunately, the locality had to be abandoned after a few weeks, due to\r\nthe landowner’s unfavorable disposition toward excavations on his property.""","same level as Gay Hill according to Hesse, but placed at the higher Trinity River Pit 1 level by Tedford et al. 1987<br>""85 catalogued specimens""","Anonymous. 1940. The seventh quarterly report covering the quarter ending December 31, 1940 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology."
18647,col,,-95.400002,30.1,Mound Creek,,TAM locality,3,Miocene,,23.03,5.333,1949,"150,419,496,294",,,,some genera,,,,,,,"R. C. Hulbert, Jr. 1988. Calippus and Protohippus (Mammalia, Perissodactyla, Equidae) from the Miocene (Barstovian-early Hemphillian) of the Gulf Coastal Plain. Bulletin of the Florida State Museum, Biological Sciences 32(3):221-340"
18648,col,,-95.699997,30.299999,Navasota,,TMM 40290,2,Miocene,,23.03,5.333,2807,"15,042,807",,,TMM,some genera,,,,,,"general area, not from a TMM locality: Cranioceras texanus Frick 1937: type of Hay 1924",D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18649,col,Fleming,-95.699997,30.299999,Niscavit Farm,,,1,Barstovian,,15.97,13.6,1833,"18,336,294",taxonomic,,,,,,,,,"""upper one third of the Fleming section,"" i.e., above the Moulton Sandstone",C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18650,col,Fleming,-95.699997,30.299999,Noble Farm,,Cold Spring fauna; Barry Farm; TMM 40138; TAM 19,14,Barstovian,,15.97,13.6,1833,"15,041,833,194,928,000,000,000,000,000",taxonomic,,TMM,,,,,,,"above the Moulton Sandstone<br>""several dozen horse teeth""",C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18651,col,,-95,30.5,Old Walker Place,,,1,Miocene,,23.03,5.333,2739,2739,,,,some genera,,,,,,,"T. H. Patton and B. E. Taylor. 1971. The Synthetoceratinae (Mammalia, Tylopoda, Protoceratidae). Bulletin of the American Museum of Natural History 145(2):119-218"
18652,col,Fleming,-93.099998,31.1,Persimmon Barrow,,,2,Barstovian,,15.97,13.6,4152,"41,526,294",taxonomic,,,,1 specimens,,,,,"actually in Vernon ""Parish""<br>total generically identifiable NISP 1","J. A. Schiebout and S. Ting. 2000. Paleofaunal survey, collecting, processing, and documentation at locations in the Castor Creek Member, Miocene Fleming Formation, Fort Polk, Louisiana. Louisiana State University Report to the Corps of Engineers, Fort Worth District, Texas, USA"
18653,col,,-95.699997,30.299999,Plantersville,,TAM 45,1,Miocene,,23.03,5.333,1833,"18,336,294",,,,,,,,,,,C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18654,col,,-94.300003,30.799999,Push Creek,,TMM 40623,3,Miocene,,23.03,5.333,1504,"15,046,294",,,TMM,some genera,,,,,,may include reworked specimens: Forsten 1975,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
18655,col,Fleming,-95.699997,30.299999,Red Hill,,Pleasant Hill; TAM 48; TMM 40141,4,Barstovian,,15.97,13.6,1833,"15,041,833",taxonomic,,TMM,,,,,,,within 100 feet zone below contact with overlying Willis Fm.,C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18656,col,Fleming,-93.099998,31.1,Shamrock,,,1,Barstovian,,15.97,13.6,4152,4152,taxonomic,,,,,,,,,"actually in Vernon ""Parish""","J. A. Schiebout and S. Ting. 2000. Paleofaunal survey, collecting, processing, and documentation at locations in the Castor Creek Member, Miocene Fleming Formation, Fort Polk, Louisiana. Louisiana State University Report to the Corps of Engineers, Fort Worth District, Texas, USA"
18657,col,Fleming,-96.900002,29.799999,August Sherris Pasture,,,1,Barstovian,,15.97,13.6,1833,"18,336,294",taxonomic,,,,,,,,,,C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18658,col,,-95.699997,30.299999,Sommer's Pit,,TMM 40070,4,Miocene,,23.03,5.333,1504,"15,046,294",,,TMM,some genera,,,,,,said by Forsten 1975 to be in Washington Co.,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
18659,col,Fleming,-93.099998,31.1,Stonehenge Site,,,10,Barstovian,,15.97,13.6,3030,"303,041,526,294",general faunal/floral,"bulk,sieve",,,780 specimens,,,,,"actually in Vernon ""Parish""<br>total generically identifiable NISP < 780","J. A. Schiebout. 1997. Paleofaunal survey, collecting, processing, and documentation at two locations on Fort Polk, Louisiana. U.S. Army Corps of Engineers, Fort Worth District; Contract No. DACW63-90-D-0008, Delivery Order 13 [No sponsoring agency report number given]"
18660,col,,-94.699997,30.700001,Swartaut,,,3,Miocene,,23.03,5.333,2807,2807,,,,some genera,,,,,,said to be in the Cold Spring fauna<br>F:AM locality,D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18661,col,,-96.900002,29.799999,Swiss Alp,,TMM 31246,3,Miocene,,23.03,5.333,2807,2807,,,TMM,some genera,,,,,,,D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18662,col,,-95,30.5,TAM 71,,Point Blank fauna,1,Miocene,,23.03,5.333,1833,"18,336,294",,,,,,,,,,,C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18663,col,Fleming,-93.400002,31,Toledo Bend,,,26,Aquitanian,,23.03,20.44,933,"74,293,393,493,693,700,000,000,000,000,000",taxonomic,"bulk,surface (float),sieve,field collection",,some genera,700 specimens,,,,,"preliminary and highly inaccurate list published by Manning 1990<br>small mammals described by Albright 1996<br>""approximately 700 elements referred to mammals"": Albright 1998b","L. B. Albright. 1991. The vertebrate paleontology, taphonomy, and paleoecology of a new early Miocene site in the Fleming Formation near Toledo Bend Dam. Newton County, Texas, and its importance to Gulf Coastal Plain biostratigraphy.. Baton Rouge: Louisiana State University."
18664,col,Fleming,-94.300003,30.799999,Town Bluff,,TMM 31087<br>DUPLICATE REF 2121 or 2122 or 2123,4,Barstovian,,15.97,13.6,2121,"713,934,212,131,906,000",taxonomic,,TMM,some genera,,,,,,,W. W. Korth. 1994. Middle Tertiary marsupials (Mammalia) from North America. Journal of Paleontology 68(2):376-397
18665,col,Fleming,-95,30.5,Trinity River Pit 1,,TMM 40196,29,Early Barstovian,,15.97,13.6,6198,"713,934,102,811,391,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",biostratigraphic,,"AMNH,TMM",some genera,,,,,,"may be the ""Red Bluff"" locality of Hesse 1943\n""225 to 300 feet below... the Cold Spring fauna"": Patton and Taylor 1971","R. H. Tedford, T. Galusha, and M. F. Skinner, B. E. Taylor, R. W. Fields, J. R. Macdonald, J. M. Rensberger, S. D. Webb, D. P. Whistler. 1987. Faunal succession and biochronology of the Arikareean through Hemphillian interval (late Oligocene through earliest Pliocene epochs) in North America.  In M. O. Woodburne (ed.), Cenozoic Mammals of North America: Geochronology and Biostratigraphy. New York: Columbia University Press."
18666,col,Fleming,-93.099998,31.1,TVOR Site,,,11,Barstovian,,15.97,13.6,3030,"303,041,526,294",general faunal/floral,"bulk,sieve",,,1268 specimens,,,,,"actually in Vernon ""Parish""<br>total generically identifiable NISP < 1268","J. A. Schiebout. 1997. Paleofaunal survey, collecting, processing, and documentation at two locations on Fort Polk, Louisiana. U.S. Army Corps of Engineers, Fort Worth District; Contract No. DACW63-90-D-0008, Delivery Order 13 [No sponsoring agency report number given]"
18667,col,Fleming,-93.099998,31.1,TVOR North,,Tadpole,1,Barstovian,,15.97,13.6,4152,4152,general faunal/floral,"bulk,sieve",,,,,,,,,"J. A. Schiebout and S. Ting. 2000. Paleofaunal survey, collecting, processing, and documentation at locations in the Castor Creek Member, Miocene Fleming Formation, Fort Polk, Louisiana. Louisiana State University Report to the Corps of Engineers, Fort Worth District, Texas, USA"
18668,col,Fleming,-93.099998,31.1,TVOR North Creek,,,1,Barstovian,,15.97,13.6,4152,4152,general faunal/floral,"bulk,sieve",,,,,,,,,"J. A. Schiebout and S. Ting. 2000. Paleofaunal survey, collecting, processing, and documentation at locations in the Castor Creek Member, Miocene Fleming Formation, Fort Polk, Louisiana. Louisiana State University Report to the Corps of Engineers, Fort Worth District, Texas, USA"
18669,col,Fleming,-93.099998,31.1,TVOR South,,,1,Barstovian,,15.97,13.6,3030,3030,taxonomic,,,,,,,,,"actually in Vernon ""Parish""","J. A. Schiebout. 1997. Paleofaunal survey, collecting, processing, and documentation at two locations on Fort Polk, Louisiana. U.S. Army Corps of Engineers, Fort Worth District; Contract No. DACW63-90-D-0008, Delivery Order 13 [No sponsoring agency report number given]"
18670,col,Fleming,-93.099998,31.1,TVOR Southeast,,,1,Barstovian,,15.97,13.6,4152,4152,general faunal/floral,"bulk,sieve",,,,,,,,,"J. A. Schiebout and S. Ting. 2000. Paleofaunal survey, collecting, processing, and documentation at locations in the Castor Creek Member, Miocene Fleming Formation, Fort Polk, Louisiana. Louisiana State University Report to the Corps of Engineers, Fort Worth District, Texas, USA"
18671,col,,-95.225403,30.7101,"Wanza Farm, San Jacinto County site 5",,"Point Blank fauna; TMM 31243, WPA, Work Project No. 17060",4,Miocene,,23.03,5.333,71468,"150,418,332,737,280,000,000",general faunal/floral,"selective quarrying,surface (in situ),field collection",TMM,,,,WPA,1941,,,"Anonymous. 1941. The ninth quarterly report covering the quarter ending June 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology."
18672,col,,-96.099998,30.1,Water Run,,Derrick Farm in part,1,Miocene,,23.03,5.333,3749,"9,363,749",,,,,,,,,,not clear if this is from the Catahoula Fm. or Oakville Fm.: Prothero and Manning 1987; it is lower in the section than Cedar Run and about 1/4 mi to the east,H. E. Wood and A. E. Wood. 1937. Mid-Tertiary Vertebrates from the Texas Coastal Plain: Fact and Fable. American Midland Naturalist 18(1):129-146
18673,col,Fleming,-94.300003,30.799999,West Doucette,,,3,Barstovian,,15.97,13.6,2807,"27,392,807",taxonomic,,,some genera,,,,,,F:AM locality,D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18674,col,,-94.300003,30.799999,Woodville,,,4,Miocene,,23.03,5.333,2807,"27,392,807",,,,some genera,,,,,,"F:AM locality, does NOT include TMM 30009",D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18675,col,Fleming,-94.699997,30.700001,Wright Farm,,Smith Place; Windham Place,2,Barstovian,,15.97,13.6,6244,"273,962,246,244,629,000,000",taxonomic,,,some genera,,,,,,see Patton and Taylor 1971 for locality data,"B. J. MacFadden. 1984. Systematics and phylogeny of Hipparion, Neohipparion, Nannippus, and Cormohipparion (Mammalia, Equidae) from the Miocene and Pliocene of the New World. Bulletin of the American Museum of Natural History 179(1):1-195"
18676,col,,-94.300003,30.799999,TMM 30009 (Woodville Southwest),,,1,Miocene,,23.03,5.333,2807,2807,,,TMM,some genera,,,,,,,D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18677,col,,-98.099998,28.299999,TMM 30904,,,2,Miocene,,23.03,5.333,1504,"15,046,294",,,TMM,some genera,,,,,,,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
18678,col,,-98.099998,28.299999,TMM 31039,,,1,Miocene,,23.03,5.333,1504,"15,046,294",,,TMM,some genera,,,,,,,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
18679,col,,-96.099998,30.1,TMM 31048 (Garvin Gully),,,1,Miocene,,23.03,5.333,2807,2807,,,TMM,some genera,,,,,,"this could be a lapsus for TMM 31084, the main Garvin Gully locality, which is in Grimes Co.",D. R. Prothero and E. M. Manning. 1987. Miocene rhinoceroses from the Texas Gulf Coastal Plain. Journal of Paleontology 61(2):388-423
18680,col,Oakville,-96.099998,30.1,TMM 31085,,TMM 31086,6,Miocene,,23.03,5.333,1833,"150,418,336,294",,,TMM,,,,,,,position relative to the Moulton Sandstone not stated,C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18681,col,Oakville,-96.099998,30.1,TMM 31158,,,1,Miocene,,23.03,5.333,1833,1833,,,TMM,,,,,,,,C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18682,col,Oakville,-96.099998,30.1,TMM 31162,,,3,Miocene,,23.03,5.333,1833,"15,041,833",,,TMM,,,,,,,,C. J. Hesse. 1943. A Preliminary Report on the Miocene Vertebrate Faunas of Southeast Texas. Transactions of the Texas Academy of Sciences 26:157-179
18683,col,,-97.394997,28.701099,"TMM 31204, John Dye Farm",,WPA,1,Miocene,,23.03,5.333,71468,"195,162,947,146,871,000",general faunal/floral,"surface (in situ),field collection",TMM,some genera,,,WPA,1941,,,"Anonymous. 1941. The ninth quarterly report covering the quarter ending June 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. O.P. No. 665-66-3-233. State Serial No. 300-88. Austin: The University of Texas Bureau of Economic Geology."
18684,col,,-96.900002,29.799999,TMM 31245,,Site 1,2,Miocene,,23.03,5.333,1504,"15,046,294",,,TMM,some genera,,,,,,,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
18685,col,,-96.900002,29.799999,TMM 31259,,,1,Miocene,,23.03,5.333,1504,1504,,,TMM,some genera,,,,,,,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
18686,col,,-97.300003,29.200001,TMM 31262,,,1,Miocene,,23.03,5.333,1504,"15,046,294",,,TMM,some genera,,,,,,,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
18687,col,,-98.099998,28.299999,TMM 31263,,,5,Miocene,,23.03,5.333,1504,"1,504,629,451,371",,,TMM,some genera,,,,,,,A. -M. Forsten. 1975. The Fossil Horses of the Texas Gulf Coastal Plain: A Revision . Pearce-Sellards Series 22:1-86
